orb_id,Tier_manual,Type,Intensity_auto,Stage_calc,relationship_context,Prompt Text,Tier_from_intensity,Tier_mismatch_flag,stage_v2,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,memory_hook,target_gender,min_players,max_players,escalation_weight
ORB1275,soft,truth,2.4,1,,Have you ever felt any paranormal activity?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1276,soft,truth,2.4,1,,Have you ever walked while sleeping?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1277,soft,truth,2.4,1,,What's your worst nightmare?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1278,soft,truth,2.4,1,,what’s the most romantic thing you’ve ever done for someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1279,soft,truth,2.4,1,,"Who was your first love, and what made them special?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1280,soft,truth,2.4,1,,Have you ever fallen in love too quickly?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1281,soft,truth,2.4,1,,What’s your idea of the perfect romantic date?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1282,soft,truth,2.4,1,,What’s something you love about yourself?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1283,soft,truth,2.4,1,,Have you ever written a love letter to someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1284,soft,truth,2.4,1,,Have you ever been in love with someone who didn’t love you back?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1285,soft,truth,2.4,1,,What’s the most romantic thing someone has done for you?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1286,soft,truth,2.4,1,,What do you think is the most important thing in a relationship?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1287,soft,truth,2.4,1,,What's the most romantic gesture you've ever done?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1288,soft,truth,2.4,1,,Have you ever fallen in love at first sight?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1289,soft,truth,2.4,1,,What's the most thoughtful gift you've given a partner?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1290,soft,truth,2.4,1,,What’s the most mischievous thing you’ve ever done?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1291,spicy,truth,7.0,14,,Which adult movie you watched recently?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1292,soft,truth,2.4,1,,What’s the craziest thing you’ve done in a relationship?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1293,soft,truth,2.4,1,,What’s the naughtiest thing you’ve thought about doing but never did?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1294,explore,truth,4.2,6,,Have you ever been caught in a compromising situation?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1295,soft,truth,2.8,2,,Have you ever had a crush on someone while in a relationship?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1296,soft,truth,2.4,1,,What’s the most daring thing you’ve done to get someone’s attention?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1297,spicy,truth,7.0,14,,Have you ever sent a hot pic to the wrong person?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1298,soft,truth,2.8,2,,What’s the most embarrassing secret about your love life?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1299,soft,truth,2.4,1,,What’s something naughty you’ve wanted to try but haven’t?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1300,soft,truth,2.4,1,,Have you ever lied to get out of a date?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1301,soft,truth,2.4,1,,What’s the most intimate conversation you’ve had with someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1302,explore,truth,4.2,6,,Have you ever sent a suggestive text to someone?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1303,spicy,truth,7.0,14,,Have you ever been caught doing something embarrassing in your bedroom?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1304,spicy,truth,7.0,14,,"What’s the most romantic, yet naughty thing you’ve done?",1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1305,spicy,truth,7.0,14,,What's your biggest turn-on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1306,spicy,truth,7.0,14,,What's the most adventurous thing you've done in bed?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1307,spicy,truth,7.0,14,,What's your wildest fantasy?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1308,spicy,truth,7.0,14,,Have you ever used toys in the bedroom?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1309,spicy,truth,7.0,14,,What's the kinkiest thing you have ever tried?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1310,spicy,truth,7.0,14,,What’s the most seductive thing you’ve ever done to attract someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1311,spicy,truth,7.0,14,,"If you had to describe your ideal romantic partner in 3 words, what would they be?",1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1312,explore,truth,4.2,6,,What’s your favorite romantic movie scene that turns you on?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1313,spicy,truth,7.0,14,,What’s the most adventurous thing you’ve done in the bedroom?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1314,spicy,truth,7.0,14,,What’s the most intimate thing you’ve ever done with someone?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1315,explore,truth,4.7,8,,Have you ever had a secret crush on someone close to you?,1,True,flirty,single,none,none,0,cognitive,truth,,any,2,99,2
ORB1316,explore,truth,4.2,6,,What’s the most exciting thing you’ve ever done for love?,1,True,personal,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1317,spicy,truth,7.0,14,,What's your favorite body part on a partner?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1318,spicy,truth,7.0,14,,Have you ever had a friends-with-benefits situation?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1319,spicy,truth,7.0,14,,What's the most public place you've been intimate?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1320,spicy,truth,7.0,14,,Have you ever had a crush on your teacher or some authority figure?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1321,spicy,truth,7.0,14,,What's the most number of times you have done it in a day?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1322,spicy,truth,7.0,14,,Have you ever role-played in bed?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1323,spicy,truth,7.0,14,,Have you ever been caught in some act in bed?​,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1324,spicy,truth,7.0,14,,What's the most unusual place where you have done it?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1325,extreme,truth,9.0,20,,Have you ever had a threesome?,1,True,taboo,single,none,none,0,cognitive,truth,,any,2,99,4
ORB1326,spicy,truth,7.0,14,,What’s the most embarrassing thing you’ve said to a crush?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1327,spicy,truth,7.0,14,,What’s the most awkward date you’ve ever been on?,1,True,intimate,single,none,none,0,cognitive,truth,,any,2,99,3
ORB1328,soft,truth,2.8,2,,"Who was your first crush, and do they know about it?",1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1329,soft,truth,2.4,1,,Have you ever fallen for a friend’s partner?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1330,soft,truth,2.8,2,,Have you ever kept a secret crush on someone for years?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1331,soft,truth,2.4,1,,What’s the most shocking thing you’ve ever overheard?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1332,soft,truth,2.4,1,,Have you ever made the first move in a relationship?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1333,soft,truth,2.4,1,,What’s the most romantic thing you’ve done for someone?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1334,soft,truth,2.4,1,,Who do you think is the most attractive person in this room?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1335,soft,truth,2.4,1,,Have you ever ghosted someone after a date?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1336,soft,truth,2.4,1,,What’s the wildest thing you’ve ever done with a significant other?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1337,soft,truth,2.4,1,,How long was your first smooch?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1338,soft,truth,2.8,2,,What’s the most embarrassing thing that’s happened to you in front of a crush?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1339,soft,truth,2.4,1,,Have you ever fallen in love with someone you met online?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1340,soft,truth,2.8,2,,What's the biggest secret you're keeping from your parents?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1341,soft,truth,2.4,1,,Have you ever had a workplace romance?,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1342,soft,truth,2.4,1,,Talk like a robot until your next turn.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1343,soft,truth,2.4,1,,Do your best dinosaur impression.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1344,soft,truth,2.4,1,,Act like a dramatic soap opera character for two minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1345,soft,truth,2.4,1,,Dance like nobody’s watching (but we all are).,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1346,soft,truth,2.4,1,,Do your best chicken dance in the middle of the room.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1347,soft,truth,2.4,1,,Try to balance a spoon on your nose for 10 seconds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1348,soft,truth,2.4,1,,Speak in rhymes for the next three rounds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1349,soft,truth,2.4,1,,Pretend to be a waiter and take orders from everyone.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1350,soft,truth,2.4,1,,Call your best friend and tell them a joke with no context.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1351,soft,truth,2.4,1,,Wear sunglasses indoors for the next five rounds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1352,soft,truth,2.4,1,,Walk backward for the next three minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1353,soft,truth,2.4,1,,Make a funny face and hold it for a minute.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1354,soft,truth,2.4,1,,Pretend to be a cat for two minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1355,soft,truth,2.4,1,,Imitate someone in the room for the next three rounds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1356,soft,truth,2.4,1,,Do an impression of your favorite movie character.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1357,soft,truth,2.4,1,,Try to touch your toes while jumping for one minute.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1358,soft,truth,2.4,1,,Do a cartwheel or attempt one!,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1359,soft,truth,2.4,1,,Pretend you’re in a horror movie for 60 seconds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1360,soft,truth,2.4,1,,Tell a joke to the group without laughing.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1361,soft,truth,2.4,1,,Talk in an accent for the next 5 minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1362,soft,truth,2.4,1,,sniff a random object and describe its 'scent profile.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1363,soft,truth,2.4,1,,Hold a conversation with an inanimate object for 2 minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1364,soft,truth,2.4,1,,Sing a song using only meows.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1365,soft,truth,2.4,1,,Make the weirdest face you can and hold it for 10 seconds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1366,soft,truth,2.4,1,,Pick a random item in the room and make up a commercial for it.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1367,soft,truth,2.4,1,,Try to juggle three random objects.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1368,soft,truth,2.4,1,,Give a dramatic speech about something totally pointless.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1369,soft,truth,2.4,1,,Walk like a penguin until your next turn.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1370,soft,truth,2.4,1,,Count backward from 20 while hopping on one foot.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1371,soft,truth,2.4,1,,Talk in a made-up language for one round.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1372,soft,truth,2.4,1,,Try to touch your nose with your tongue for 30 seconds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1373,soft,truth,2.4,1,,Wear socks on your hands until your next turn.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1374,soft,truth,2.4,1,,Act like a zombie for the next 5 minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1375,soft,truth,2.4,1,,Do your best impression of a monkey for one minute.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1376,soft,truth,2.4,1,,Dance without music for 1 minute.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1377,soft,truth,2.4,1,,Pretend to be a statue for 2 minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1378,soft,truth,2.4,1,,Talk to someone like you’re their pet for the next round.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1379,soft,truth,2.4,1,,Try to sing your favorite song without opening your mouth.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1380,soft,truth,2.4,1,,Talk in a robot voice for the next three rounds. Let someone draw on your face with a washable marker.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1381,soft,truth,2.4,1,,Take a selfie with the weirdest face possible and send it to someone.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1382,soft,truth,2.4,1,,Try to do a handstand (or your best attempt at one).,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1383,soft,truth,2.4,1,,Let the group pick a mystery drink for you to take a sip of.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1384,soft,truth,2.4,1,,Give a passionate speech about something totally unimportant.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1385,soft,truth,2.4,1,,Hold a plank for 30 seconds.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1386,soft,truth,2.4,1,,Eat a spoonful of something chosen by the group.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1387,soft,truth,2.4,1,,Do 15 jumping jacks while acting like a news reporter.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1388,soft,truth,2.4,1,,Hold an ice cube in your hand until it melts.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1389,soft,truth,2.4,1,,Let someone change your social media bio for the next 10 minutes.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1390,soft,truth,2.4,1,,Take a picture and post it on social media with a funny caption.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1391,soft,truth,2.4,1,,Do a dramatic slow-motion fall.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1392,soft,truth,2.4,1,,Let someone else pick your outfit for the next hour.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
ORB1393,soft,truth,2.4,1,,Give someone in the room a piggyback ride.,1,True,playful,single,none,none,0,cognitive,truth,,any,2,99,1
